Row.names	DMSO_rep1	DMSO_rep2	DMSO_rep3	DMSO_rep4	THAP_rep1	THAP_rep2	THAP_rep3	THAP_rep4	V2	V3
ENSG00000196218.12	7	17	27	39	26	10	16	20	RYR1	protein_coding
ENSG00000196227.11	11	4	6	6	7	6	8	6	FAM217B	protein_coding
ENSG00000196228.3	0	0	0	0	0	0	0	0	SULT1C3	protein_coding
ENSG00000196230.13	0	0	0	0	0	0	0	0	TUBB	protein_coding
ENSG00000196233.13	38	95	44	38	46	64	44	47	LCOR	protein_coding
ENSG00000196235.14	122	176	169	143	130	93	92	130	SUPT5H	protein_coding
ENSG00000196240.4	0	0	0	0	0	0	0	0	OR2T2	protein_coding
ENSG00000196243.5	0	0	0	0	0	0	0	0	LINC00615	lncRNA
ENSG00000196247.11	109	209	204	89	140	163	168	156	ZNF107	protein_coding
ENSG00000196262.14	423	366	255	176	452	223	245	247	PPIA	protein_coding
ENSG00000196263.8	38	41	36	33	21	33	29	29	ZNF471	protein_coding
ENSG00000196273.8	1	0	0	0	0	0	0	0	LINC00523	lncRNA
ENSG00000196275.14	3	7	3	2	2	1	5	0	GTF2IRD2	protein_coding
ENSG00000196284.16	37	98	52	60	40	62	60	65	SUPT3H	protein_coding
ENSG00000196290.15	214	253	171	106	297	226	177	194	NIF3L1	protein_coding
ENSG00000196296.13	21	24	39	31	16	17	18	16	ATP2A1	protein_coding
ENSG00000196301.3	0	0	0	0	0	0	0	0	HLA-DRB9	unprocessed_pseudogene
ENSG00000196302.5	0	0	0	0	0	0	0	0	AC146944.1	unprocessed_pseudogene
ENSG00000196305.17	404	453	784	512	811	721	1053	1120	IARS	protein_coding
ENSG00000196312.14	388	600	374	242	474	530	414	419	MFSD14C	protein_coding
ENSG00000196313.11	119	188	129	72	142	142	102	104	POM121	protein_coding
ENSG00000196323.14	15	61	32	21	20	42	28	40	ZBTB44	protein_coding
ENSG00000196335.13	0	3	0	2	1	0	0	2	STK31	protein_coding
ENSG00000196338.12	22	28	25	10	22	11	16	17	NLGN3	protein_coding
ENSG00000196341.3	0	0	0	0	0	1	0	0	OR8D1	protein_coding
ENSG00000196344.11	0	0	0	0	0	0	0	0	ADH7	protein_coding
ENSG00000196350.8	0	0	0	0	0	0	0	1	ZNF729	protein_coding
ENSG00000196352.15	28	53	45	24	32	32	50	54	CD55	protein_coding
ENSG00000196353.11	8	8	10	14	18	13	10	14	CPNE4	protein_coding
ENSG00000196358.11	244	310	282	245	328	234	202	190	NTNG2	protein_coding
ENSG00000196363.9	669	1081	659	548	695	657	438	506	WDR5	protein_coding
ENSG00000196364.9	0	0	0	0	0	0	0	0	PRSS29P	transcribed_unprocessed_pseudogene
ENSG00000196365.11	195	278	231	392	329	214	233	289	LONP1	protein_coding
ENSG00000196367.13	332	476	366	339	315	300	243	254	TRRAP	protein_coding
ENSG00000196368.5	6	9	7	1	4	2	3	2	NUDT11	protein_coding
ENSG00000196369.11	9	24	12	11	10	18	6	16	SRGAP2B	protein_coding
ENSG00000196372.13	106	117	111	78	110	73	67	57	ASB13	protein_coding
ENSG00000196376.11	38	61	102	104	47	54	73	69	SLC35F1	protein_coding
ENSG00000196378.11	15	28	15	5	20	15	14	14	ZNF34	protein_coding
ENSG00000196383.6	0	0	0	0	0	0	0	1	OR4Q2	polymorphic_pseudogene
ENSG00000196387.9	75	123	56	41	55	59	51	60	ZNF140	protein_coding
ENSG00000196388.8	11	12	7	9	6	5	3	4	INCA1	protein_coding
ENSG00000196391.10	17	34	24	12	31	24	8	10	ZNF774	protein_coding
ENSG00000196395.7	0	0	0	0	0	0	0	0	AC244505.1	unprocessed_pseudogene
ENSG00000196405.13	126	197	97	73	157	140	91	91	EVL	protein_coding
ENSG00000196406.4	0	0	0	0	0	0	0	0	SPANXD	protein_coding
ENSG00000196407.12	0	0	0	0	0	0	1	0	THEM5	protein_coding
ENSG00000196408.11	1	1	1	0	0	1	1	1	NOXO1	protein_coding
ENSG00000196415.10	0	1	0	0	0	0	0	0	PRTN3	protein_coding
ENSG00000196418.12	38	35	27	16	29	38	34	23	ZNF124	protein_coding
ENSG00000196419.12	246	414	236	271	296	274	198	222	XRCC6	protein_coding
ENSG00000196420.7	0	0	0	0	0	0	1	0	S100A5	protein_coding
ENSG00000196421.8	3	2	1	2	5	0	0	2	C20orf204	protein_coding
ENSG00000196422.11	111	120	118	68	142	103	91	64	PPP1R26	protein_coding
ENSG00000196427.13	0	0	0	1	0	0	0	0	NBPF4	protein_coding
ENSG00000196428.12	56	105	71	25	66	175	74	97	TSC22D2	protein_coding
ENSG00000196431.4	0	0	0	2	0	0	0	2	CRYBA4	protein_coding
ENSG00000196433.13	0	0	0	0	0	0	0	0	ASMT	protein_coding
ENSG00000196433.13_PAR_Y	0	0	0	0	0	0	0	0	ASMT	protein_coding
ENSG00000196436.8	0	2	0	2	0	0	0	0	NPIPB15	protein_coding
ENSG00000196437.11	55	104	42	54	44	56	46	86	ZNF569	protein_coding
ENSG00000196440.11	30	109	69	43	35	79	58	54	ARMCX4	protein_coding
ENSG00000196449.4	71	85	55	34	84	39	52	37	YRDC	protein_coding
ENSG00000196453.8	74	80	101	110	213	83	116	85	ZNF777	protein_coding
ENSG00000196455.8	26	33	29	35	24	34	34	56	PIK3R4	protein_coding
ENSG00000196459.14	72	110	70	35	64	71	60	63	TRAPPC2	protein_coding
ENSG00000196460.14	4	2	1	0	1	0	2	1	RFX8	protein_coding
ENSG00000196468.7	0	0	0	0	1	1	1	0	FGF16	protein_coding
ENSG00000196476.12	167	163	129	95	193	77	59	95	C20orf96	protein_coding
ENSG00000196482.17	2	5	11	16	8	7	11	9	ESRRG	protein_coding
ENSG00000196502.11	13	6	4	5	12	3	5	4	SULT1A1	protein_coding
ENSG00000196503.4	7	11	3	2	1	5	3	4	ARL9	protein_coding
ENSG00000196504.16	31	84	92	67	33	51	64	91	PRPF40A	protein_coding
ENSG00000196505.11	51	68	47	39	49	53	45	86	GDAP2	protein_coding
ENSG00000196511.14	19	45	20	17	25	24	31	27	TPK1	protein_coding
ENSG00000196517.11	230	128	721	780	988	336	856	826	SLC6A9	protein_coding
ENSG00000196526.10	29	34	17	14	38	24	17	15	AFAP1	protein_coding
ENSG00000196534.5	0	0	0	1	0	0	1	0	OR9K1P	transcribed_unitary_pseudogene
ENSG00000196542.8	4	4	1	3	1	1	0	4	SPTSSB	protein_coding
ENSG00000196547.15	81	110	92	53	98	69	56	87	MAN2A2	protein_coding
ENSG00000196549.10	8	8	7	10	6	7	5	4	MME	protein_coding
ENSG00000196550.10	7	7	9	4	4	1	1	5	FAM72A	protein_coding
ENSG00000196553.15	0	0	0	0	0	0	0	0	CCDC196	protein_coding
ENSG00000196557.13	44	86	92	83	55	30	44	61	CACNA1H	protein_coding
ENSG00000196562.14	90	118	60	50	70	86	47	46	SULF2	protein_coding
ENSG00000196566.2	19	17	18	16	24	13	13	17	AL138767.1	lncRNA
ENSG00000196569.12	22	9	16	17	26	9	9	7	LAMA2	protein_coding
ENSG00000196576.15	304	464	257	276	321	218	137	151	PLXNB2	protein_coding
ENSG00000196581.10	2	1	0	2	0	1	0	2	AJAP1	protein_coding
ENSG00000196584.3	30	77	37	44	42	43	43	41	XRCC2	protein_coding
ENSG00000196586.15	133	248	216	113	100	236	187	250	MYO6	protein_coding
ENSG00000196588.16	164	543	184	144	219	324	161	193	MRTFA	protein_coding
ENSG00000196589.6	0	0	0	0	0	0	0	0	MBD3L2B	protein_coding
ENSG00000196591.12	147	202	143	91	105	156	126	133	HDAC2	protein_coding
ENSG00000196593.9	0	0	0	0	0	0	0	0	ANKRD20A19P	transcribed_unprocessed_pseudogene
ENSG00000196597.12	35	69	70	51	55	76	48	66	ZNF782	protein_coding
ENSG00000196600.12	0	0	0	0	0	1	0	0	SLC22A25	protein_coding
ENSG00000196604.12	0	1	1	0	0	1	0	0	POTEF	protein_coding
ENSG00000196605.7	25	60	27	16	25	43	20	24	ZNF846	protein_coding
ENSG00000196611.5	0	0	0	0	0	0	0	0	MMP1	protein_coding
ENSG00000196620.10	0	0	0	0	0	0	0	0	UGT2B15	protein_coding
ENSG00000196628.17	25	65	28	38	20	26	26	40	TCF4	protein_coding
ENSG00000196632.10	18	17	13	11	11	17	11	13	WNK3	protein_coding
ENSG00000196634.3	0	1	0	0	0	0	0	0	LUADT1	lncRNA
ENSG00000196636.7	10	20	6	8	3	3	9	13	SDHAF3	protein_coding
ENSG00000196639.6	2	6	5	3	5	12	3	2	HRH1	protein_coding
ENSG00000196646.12	12	43	6	8	8	22	10	13	ZNF136	protein_coding
ENSG00000196652.11	51	89	46	35	48	41	25	27	ZKSCAN5	protein_coding
ENSG00000196653.12	35	30	36	24	14	23	21	26	ZNF502	protein_coding
ENSG00000196655.11	35	53	36	27	42	49	26	35	TRAPPC4	protein_coding
ENSG00000196656.7	0	0	0	0	0	0	0	0	AC004057.1	transcribed_processed_pseudogene
ENSG00000196660.10	69	38	34	24	46	23	28	41	SLC30A10	protein_coding
ENSG00000196663.16	80	156	68	54	85	89	42	58	TECPR2	protein_coding
ENSG00000196664.5	0	0	0	0	0	1	0	0	TLR7	protein_coding
ENSG00000196666.5	0	2	1	3	1	0	0	1	FAM180B	protein_coding
ENSG00000196668.4	1	1	6	1	3	0	0	1	LINC00173	lncRNA
ENSG00000196670.13	36	38	34	15	51	34	28	37	ZFP62	protein_coding
ENSG00000196683.10	63	81	51	40	41	52	48	37	TOMM7	protein_coding
ENSG00000196693.15	46	108	64	57	53	58	49	61	ZNF33B	protein_coding
ENSG00000196696.12	3	25	4	5	3	5	5	6	AC009022.1	lncRNA
ENSG00000196700.9	120	163	82	62	114	104	51	61	ZNF512B	protein_coding
ENSG00000196704.12	33	40	18	10	18	25	16	19	AMZ2	protein_coding
ENSG00000196705.8	74	140	87	62	58	84	59	74	ZNF431	protein_coding
ENSG00000196711.9	3	4	2	1	1	1	0	1	ALKAL1	protein_coding
ENSG00000196715.7	33	72	26	20	23	31	33	37	VKORC1L1	protein_coding
ENSG00000196724.12	9	5	4	3	10	12	7	8	ZNF418	protein_coding
ENSG00000196735.11	10	21	20	31	15	12	17	10	HLA-DQA1	protein_coding
ENSG00000196739.15	82	130	120	81	89	83	74	68	COL27A1	protein_coding
ENSG00000196743.8	4	15	8	9	8	5	2	2	GM2A	protein_coding
ENSG00000196748.10	3	8	5	2	4	8	1	4	CLPSL2	protein_coding
ENSG00000196754.11	9	16	15	15	8	8	6	5	S100A2	protein_coding
ENSG00000196756.13	120	177	157	93	148	131	125	102	SNHG17	lncRNA
ENSG00000196758.3	0	0	0	0	0	0	0	0	AC079612.1	lncRNA
ENSG00000196772.4	0	0	1	0	0	0	0	0	OR14A16	protein_coding
ENSG00000196776.16	77	103	89	57	47	83	67	95	CD47	protein_coding
ENSG00000196778.3	0	0	0	0	0	0	0	0	OR52K1	protein_coding
ENSG00000196781.15	124	308	115	82	139	173	86	106	TLE1	protein_coding
ENSG00000196792.12	43	122	31	31	25	83	33	36	STRN3	protein_coding
ENSG00000196793.13	45	46	40	22	65	34	35	23	ZNF239	protein_coding
ENSG00000196796.5	0	0	1	0	0	0	0	0	NPIPB10P	unprocessed_pseudogene
ENSG00000196800.6	0	0	0	0	0	0	0	0	SPINK14	protein_coding
ENSG00000196810.5	16	40	32	13	26	20	25	17	CTBP1-DT	lncRNA
ENSG00000196811.13	0	0	0	0	0	0	0	0	CHRNG	protein_coding
ENSG00000196812.5	96	110	79	50	84	84	72	78	ZSCAN16	protein_coding
ENSG00000196814.15	281	335	245	88	342	292	226	154	MVB12B	protein_coding
ENSG00000196832.4	0	0	1	0	0	0	0	0	OR11G2	protein_coding
ENSG00000196834.12	0	0	0	0	0	0	0	0	POTEI	protein_coding
ENSG00000196839.13	45	55	42	40	41	29	21	35	ADA	protein_coding
ENSG00000196843.16	64	127	73	39	77	99	55	70	ARID5A	protein_coding
ENSG00000196844.8	0	0	0	0	0	0	0	0	PATE2	protein_coding
ENSG00000196850.6	34	72	29	19	33	35	21	35	PPTC7	protein_coding
ENSG00000196859.7	0	0	0	0	0	0	0	0	KRT39	protein_coding
ENSG00000196862.9	0	0	1	0	0	0	0	0	RGPD4	protein_coding
ENSG00000196865.4	11	33	43	22	21	36	33	46	NHLRC2	protein_coding
ENSG00000196867.7	5	6	7	7	7	11	4	8	ZFP28	protein_coding
ENSG00000196872.12	29	32	29	14	38	19	19	23	KIAA1211L	protein_coding
ENSG00000196873.15	1	2	4	2	2	0	2	6	CBWD3	protein_coding
ENSG00000196876.16	71	110	71	50	70	77	59	66	SCN8A	protein_coding
ENSG00000196878.15	2	12	7	2	2	7	9	7	LAMB3	protein_coding
ENSG00000196893.3	0	0	0	1	1	0	0	1	AC090286.1	lncRNA
ENSG00000196900.5	2	5	4	1	1	2	1	0	TEX43	protein_coding
ENSG00000196911.10	45	116	76	66	33	85	65	77	KPNA5	protein_coding
ENSG00000196912.12	13	16	11	8	6	13	12	14	ANKRD36B	protein_coding
ENSG00000196922.10	16	15	15	11	10	14	13	14	ZNF252P	transcribed_unprocessed_pseudogene
ENSG00000196923.14	34	90	118	148	93	102	61	101	PDLIM7	protein_coding
ENSG00000196924.17	146	280	290	333	205	281	257	312	FLNA	protein_coding
ENSG00000196932.11	15	24	24	16	13	8	10	16	TMEM26	protein_coding
ENSG00000196937.11	68	85	110	56	57	86	128	147	FAM3C	protein_coding
ENSG00000196950.14	61	74	104	44	82	102	91	85	SLC39A10	protein_coding
ENSG00000196951.11	6	10	5	6	7	7	8	5	SCOC-AS1	lncRNA
ENSG00000196954.14	0	4	3	1	1	1	4	3	CASP4	protein_coding
ENSG00000196961.12	105	157	124	113	145	100	84	95	AP2A1	protein_coding
ENSG00000196968.11	212	274	186	130	273	161	172	134	FUT11	protein_coding
ENSG00000196970.8	1	0	0	0	0	0	0	1	NXF4	transcribed_unprocessed_pseudogene
ENSG00000196972.9	0	0	0	0	0	0	0	0	SMIM10L2B	protein_coding
ENSG00000196975.16	178	271	234	143	172	157	214	172	ANXA4	protein_coding
ENSG00000196976.7	5	6	2	5	1	0	1	3	LAGE3	protein_coding
ENSG00000196979.1	0	0	0	0	0	0	0	0	GPRACR	lncRNA
ENSG00000196990.8	1	0	0	0	0	0	0	0	FAM163B	protein_coding
ENSG00000196993.8	5	14	3	2	2	7	7	4	NPIPB9	protein_coding
ENSG00000197008.9	75	112	80	59	68	75	74	63	ZNF138	protein_coding
ENSG00000197016.12	2	5	5	5	6	8	8	14	ZNF470	protein_coding
ENSG00000197019.5	22	28	20	17	43	27	19	24	SERTAD1	protein_coding
ENSG00000197020.11	0	0	0	0	0	0	0	0	ZNF100	protein_coding
ENSG00000197021.9	53	48	29	23	50	47	41	18	CXorf40B	protein_coding
ENSG00000197024.8	94	179	125	93	90	76	76	97	ZNF398	protein_coding
ENSG00000197037.11	77	69	66	21	87	52	51	55	ZSCAN25	protein_coding
ENSG00000197038.6	2	5	0	1	2	0	0	2	RBMY1A3P	unprocessed_pseudogene
ENSG00000197043.14	74	63	32	33	221	133	117	146	ANXA6	protein_coding
ENSG00000197044.11	4	16	11	5	9	17	7	9	ZNF441	protein_coding
ENSG00000197045.13	14	24	19	10	7	10	18	20	GMFB	protein_coding
ENSG00000197046.11	1	0	1	1	0	0	2	1	SIGLEC15	protein_coding
ENSG00000197056.11	220	330	253	176	304	265	282	263	ZMYM1	protein_coding
ENSG00000197057.9	0	0	0	0	0	0	0	1	DTHD1	protein_coding
ENSG00000197067.6	0	0	0	0	0	0	0	0	OR2T32P	transcribed_unprocessed_pseudogene
ENSG00000197077.13	69	165	92	106	77	101	48	69	KIAA1671	protein_coding
ENSG00000197079.8	0	0	0	0	0	0	0	0	KRT35	protein_coding
ENSG00000197081.14	138	230	102	66	123	129	76	73	IGF2R	protein_coding
ENSG00000197083.11	0	0	0	0	0	0	0	0	ZNF300P1	transcribed_unprocessed_pseudogene
ENSG00000197084.5	0	0	0	0	0	0	0	0	LCE1C	protein_coding
ENSG00000197085.11	4	0	3	5	8	1	2	7	NPSR1-AS1	lncRNA
ENSG00000197092.5	0	0	0	0	0	0	0	0	GOLGA6L16P	unprocessed_pseudogene
ENSG00000197093.11	12	17	9	6	8	7	5	6	GAL3ST4	protein_coding
ENSG00000197102.12	37	86	43	59	28	35	26	42	DYNC1H1	protein_coding
ENSG00000197106.7	6	8	13	4	8	6	2	5	SLC6A17	protein_coding
ENSG00000197110.8	0	0	0	1	0	0	0	0	IFNL3	protein_coding
ENSG00000197121.15	20	63	46	46	20	58	33	41	PGAP1	protein_coding
ENSG00000197122.11	155	204	155	147	165	126	110	83	SRC	protein_coding
ENSG00000197123.9	0	0	1	0	0	1	0	0	ZNF679	protein_coding
ENSG00000197124.12	136	361	244	115	197	293	192	200	ZNF682	protein_coding
ENSG00000197125.3	0	0	0	0	0	0	0	0	OR8B8	protein_coding
ENSG00000197134.12	0	1	0	1	0	2	0	0	ZNF257	protein_coding
ENSG00000197136.4	128	189	172	203	191	142	119	159	PCNX3	protein_coding
ENSG00000197140.15	0	0	0	0	0	0	0	0	ADAM32	protein_coding
ENSG00000197142.10	0	2	0	1	0	0	2	0	ACSL5	protein_coding
ENSG00000197147.13	30	23	30	15	26	29	32	25	LRRC8B	protein_coding
ENSG00000197150.12	90	87	101	70	106	74	59	74	ABCB8	protein_coding
ENSG00000197161.7	0	0	0	0	0	0	0	0	OR4C4P	unprocessed_pseudogene
ENSG00000197162.9	3	16	10	5	6	8	7	1	ZNF785	protein_coding
ENSG00000197165.11	0	3	2	1	0	0	1	0	SULT1A2	protein_coding
ENSG00000197168.13	3	7	7	3	3	6	3	2	NEK5	protein_coding
ENSG00000197170.10	68	90	64	38	52	63	64	73	PSMD12	protein_coding
ENSG00000197171.6	0	0	0	0	0	0	0	0	AL672167.1	transcribed_unprocessed_pseudogene
ENSG00000197172.10	0	0	0	0	0	0	0	0	MAGEA6	protein_coding
ENSG00000197176.7	0	0	0	1	0	1	1	1	LINC02291	lncRNA
ENSG00000197177.15	8	6	26	7	17	6	12	8	ADGRA1	protein_coding
ENSG00000197180.2	5	9	3	14	8	4	1	5	AC244090.1	lncRNA
ENSG00000197181.12	4	3	5	2	3	2	4	7	PIWIL2	protein_coding
ENSG00000197183.14	152	244	150	114	212	135	85	93	NOL4L	protein_coding
ENSG00000197185.7	0	0	0	0	0	0	0	0	SSXP1	unprocessed_pseudogene
ENSG00000197191.5	1	0	0	0	0	0	0	0	CYSRT1	protein_coding
ENSG00000197208.6	46	79	70	23	43	78	58	25	SLC22A4	protein_coding
ENSG00000197210.7	0	0	0	0	0	0	0	0	AP000550.1	lncRNA
ENSG00000197213.9	0	1	0	0	1	0	0	1	ZSCAN5B	protein_coding
ENSG00000197223.11	32	52	59	17	26	36	41	43	C1D	protein_coding
ENSG00000197241.3	1	1	0	2	0	0	1	3	SLC2A7	protein_coding
ENSG00000197245.6	0	1	0	0	1	0	0	0	FAM110D	protein_coding
ENSG00000197249.13	0	0	0	0	0	0	0	0	SERPINA1	protein_coding
ENSG00000197251.3	0	0	0	0	0	0	0	0	LINC00336	lncRNA
ENSG00000197253.13	0	0	0	0	0	0	0	0	TPSB2	protein_coding
ENSG00000197254.4	0	0	0	0	0	0	0	0	AP000445.1	processed_pseudogene
ENSG00000197256.10	44	160	92	99	67	81	56	78	KANK2	protein_coding
ENSG00000197261.11	200	370	279	140	211	238	267	275	C6orf141	protein_coding
ENSG00000197265.9	16	39	12	13	16	19	11	15	GTF2E2	protein_coding
ENSG00000197272.2	0	1	0	0	1	0	0	0	IL27	protein_coding
ENSG00000197273.4	0	0	0	0	0	0	0	0	GUCA2A	protein_coding
ENSG00000197279.4	5	7	5	4	19	17	26	27	ZNF165	protein_coding
ENSG00000197291.9	10	9	7	3	8	10	4	4	RAMP2-AS1	lncRNA
ENSG00000197296.6	18	24	20	16	23	24	9	11	FITM2	protein_coding
ENSG00000197299.12	159	281	203	141	167	202	211	197	BLM	protein_coding
ENSG00000197301.7	0	0	1	0	1	0	0	0	HMGA2-AS1	lncRNA
ENSG00000197308.9	0	0	0	0	0	0	0	0	GATA3-AS1	lncRNA
ENSG00000197309.3	0	0	1	0	0	0	0	0	OR10D3	protein_coding
ENSG00000197321.14	99	143	114	83	97	91	81	108	SVIL	protein_coding
ENSG00000197322.4	5	3	3	3	12	1	2	1	C17orf102	lncRNA
ENSG00000197323.12	75	141	100	68	53	67	70	79	TRIM33	protein_coding
ENSG00000197324.9	2	2	7	9	4	2	3	1	LRP10	protein_coding
ENSG00000197329.12	37	41	36	21	32	24	29	35	PELI1	protein_coding
ENSG00000197332.9	442	647	352	217	586	558	368	381	AC008543.1	lncRNA
ENSG00000197345.13	66	72	45	36	72	54	48	43	MRPL21	protein_coding
ENSG00000197353.3	0	0	0	0	0	0	0	0	LYPD2	protein_coding
ENSG00000197355.11	7	11	6	8	4	6	3	8	UAP1L1	protein_coding
ENSG00000197361.7	0	0	0	0	0	0	0	0	FBXL22	protein_coding
ENSG00000197362.14	63	101	56	59	62	60	47	42	ZNF786	protein_coding
ENSG00000197363.9	22	23	16	30	32	26	25	18	ZNF517	protein_coding
ENSG00000197364.7	0	0	0	0	0	0	1	0	S100A7L2	protein_coding
ENSG00000197372.9	47	90	88	71	60	111	97	138	ZNF675	protein_coding
ENSG00000197375.12	164	157	126	72	178	122	110	129	SLC22A5	protein_coding
ENSG00000197376.3	0	0	0	0	0	0	0	0	AC089987.1	transcribed_processed_pseudogene
ENSG00000197380.11	2	7	4	2	7	1	1	2	DACT3	protein_coding
ENSG00000197381.16	207	194	171	99	161	144	152	157	ADARB1	protein_coding
ENSG00000197385.5	4	8	3	3	3	10	5	3	ZNF860	protein_coding
ENSG00000197403.4	0	0	0	0	0	0	0	0	OR6N1	protein_coding
ENSG00000197405.8	26	73	67	64	39	48	42	42	C5AR1	protein_coding
ENSG00000197408.10	0	0	0	1	0	0	0	1	CYP2B6	protein_coding
ENSG00000197410.13	10	23	15	16	10	15	12	19	DCHS2	protein_coding
ENSG00000197415.12	3	6	4	9	4	5	9	5	VEPH1	protein_coding
ENSG00000197416.4	0	0	1	0	0	0	0	0	FABP12	protein_coding
ENSG00000197421.10	0	0	2	0	1	0	1	0	GGT3P	transcribed_unprocessed_pseudogene
ENSG00000197428.3	1	0	0	0	0	0	0	0	OR51D1	protein_coding
ENSG00000197430.11	0	0	0	0	1	0	0	0	OPALIN	protein_coding
ENSG00000197437.4	0	0	0	0	0	0	0	0	OR13G1	protein_coding
ENSG00000197442.10	150	287	160	121	135	188	120	157	MAP3K5	protein_coding
ENSG00000197444.10	11	7	4	3	6	3	1	5	OGDHL	protein_coding
ENSG00000197446.9	0	1	0	0	0	0	1	1	CYP2F1	protein_coding
ENSG00000197448.14	60	77	45	33	58	55	39	47	GSTK1	protein_coding
ENSG00000197451.12	146	158	123	60	214	118	97	115	HNRNPAB	protein_coding
ENSG00000197454.2	0	0	0	0	1	1	0	0	OR2L5	protein_coding
ENSG00000197457.10	54	110	49	44	94	46	30	35	STMN3	protein_coding
ENSG00000197461.13	88	137	91	65	123	79	58	59	PDGFA	protein_coding
ENSG00000197462.3	0	0	0	0	0	0	0	0	AC003975.1	lncRNA
ENSG00000197465.14	0	0	0	0	0	0	0	0	GYPE	protein_coding
ENSG00000197467.14	48	57	36	15	53	46	27	38	COL13A1	protein_coding
ENSG00000197475.11	0	1	0	0	0	0	0	0	ADAM3A	transcribed_unitary_pseudogene
ENSG00000197483.10	10	17	8	19	20	12	11	9	ZNF628	protein_coding
ENSG00000197487.8	0	1	0	0	0	0	0	0	GALP	protein_coding
ENSG00000197496.6	15	39	13	15	16	27	14	8	SLC2A10	protein_coding
ENSG00000197497.11	1	7	0	2	0	4	0	0	ZNF665	protein_coding
ENSG00000197498.13	40	87	53	41	55	52	59	60	RPF2	protein_coding
ENSG00000197503.4	1	0	0	0	0	0	0	0	LINC00477	lncRNA
ENSG00000197506.7	0	0	2	1	2	0	0	0	SLC28A3	protein_coding
ENSG00000197520.10	3	3	3	2	3	0	5	2	FAM177B	protein_coding
ENSG00000197530.12	37	39	65	64	56	38	32	42	MIB2	protein_coding
ENSG00000197532.2	0	0	0	0	0	0	0	0	OR6Y1	protein_coding
ENSG00000197535.14	45	70	50	42	53	38	44	56	MYO5A	protein_coding
ENSG00000197540.8	2	8	6	5	3	10	4	4	GZMM	protein_coding
ENSG00000197548.12	110	188	143	110	134	137	149	145	ATG7	protein_coding
ENSG00000197549.9	3	11	2	11	4	7	2	5	PRAMENP	transcribed_unprocessed_pseudogene
ENSG00000197550.3	0	0	0	0	0	0	0	0	AL359955.1	unprocessed_pseudogene
ENSG00000197558.11	40	38	13	22	18	14	6	19	SSPO	protein_coding
ENSG00000197561.7	1	0	0	0	0	0	0	0	ELANE	protein_coding
ENSG00000197563.11	48	93	139	122	51	90	108	139	PIGN	protein_coding
ENSG00000197565.15	84	140	82	52	82	126	76	98	COL4A6	protein_coding
ENSG00000197566.10	6	12	8	5	0	6	5	7	ZNF624	protein_coding
ENSG00000197568.14	38	69	72	42	69	58	63	71	HHLA3	protein_coding
ENSG00000197579.8	16	69	32	19	17	49	26	28	TOPORS	protein_coding
ENSG00000197585.10	10	14	16	19	13	7	15	19	AC068051.1	lncRNA
ENSG00000197587.10	5	8	1	4	5	1	1	4	DMBX1	protein_coding
ENSG00000197588.9	3	12	6	22	6	9	9	5	KLKP1	transcribed_unprocessed_pseudogene
ENSG00000197595.4	0	2	0	5	1	3	1	1	ATP11AUN	lncRNA
ENSG00000197599.12	3	5	8	8	4	2	0	1	CCDC154	protein_coding
ENSG00000197614.11	0	1	0	0	0	0	0	0	MFAP5	protein_coding
ENSG00000197616.12	0	1	0	0	1	1	0	0	MYH6	protein_coding
ENSG00000197619.14	45	73	70	59	34	47	53	61	ZNF615	protein_coding
ENSG00000197620.11	15	13	8	2	27	14	10	4	CXorf40A	protein_coding
ENSG00000197622.13	128	150	105	74	157	104	78	77	CDC42SE1	protein_coding
ENSG00000197627.3	0	0	1	0	1	2	0	0	UBE2Q2P12	unprocessed_pseudogene
ENSG00000197635.10	1	1	0	2	2	3	1	3	DPP4	protein_coding
ENSG00000197641.11	0	0	0	0	0	0	0	0	SERPINB13	protein_coding
ENSG00000197644.2	0	0	0	0	0	0	0	0	AC106870.1	lncRNA
ENSG00000197646.7	0	1	0	0	0	0	1	0	PDCD1LG2	protein_coding
ENSG00000197651.4	1	1	11	8	4	4	6	10	CCER1	protein_coding
ENSG00000197653.15	6	9	11	6	9	6	7	5	DNAH10	protein_coding
ENSG00000197658.9	0	0	0	0	0	0	3	0	SLC22A24	protein_coding
ENSG00000197665.7	0	0	0	0	0	0	0	0	AC007952.1	lncRNA
ENSG00000197670.6	0	0	0	0	0	0	1	0	AL157838.1	lncRNA
ENSG00000197696.10	22	28	15	18	27	18	16	13	NMB	protein_coding
ENSG00000197702.13	46	98	63	48	62	78	59	85	PARVA	protein_coding
ENSG00000197705.9	46	49	42	29	31	28	26	28	KLHL14	protein_coding
ENSG00000197712.12	18	47	15	14	20	36	17	17	FAM114A1	protein_coding
ENSG00000197713.15	72	98	83	45	51	72	94	97	RPE	protein_coding
ENSG00000197714.9	20	30	27	21	27	24	25	23	ZNF460	protein_coding
ENSG00000197721.16	9	16	17	15	19	10	9	13	CR1L	protein_coding
ENSG00000197724.11	199	275	161	88	200	177	122	109	PHF2	protein_coding
ENSG00000197728.11	19	24	19	15	15	13	15	14	RPS26	protein_coding
ENSG00000197745.2	0	0	0	0	1	0	0	0	SCGB1D4	protein_coding
ENSG00000197746.14	521	506	510	292	580	384	358	309	PSAP	protein_coding
ENSG00000197747.9	34	48	48	44	19	24	43	35	S100A10	protein_coding
ENSG00000197748.12	16	25	34	26	17	20	34	21	CFAP43	protein_coding
